"company","address_line_1","city","zipcode","naics8_descriptions","employee_size_location","sales_volume_location","state"
"NAMU STONEPOT LLC","553 DIVISADERO ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ZAYTOON","605 DIVISADERO ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"POPEYES LOUISIANA KITCHEN","599 DIVISADERO ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",5,388,"CA"
"CHA CHA CHA","1801 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",30,2135,"CA"
"PORK STORE CAFE","1451 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"BURGER URGE","1599 HAIGHT ST # A","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"MARTIN MACKS","1568 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PARADA 22","1805 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CAIRO NIGHTS CAFE INC","1821 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SPARROW BAR & KITCHEN","1640 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"STREET TACOS","1607 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CITRUS CLUB","1790 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"PEOPLE'S CAFE","1419 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"SIAM LOTUS THAI CUISINE","1705 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"ALEMBIC","1725 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TIKKA MASALA & PIZZA","1668 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PANINI CAFE","1457 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"LOBSTER THEATER PROJECT INC","PO BOX 170309","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"EL RANCHO GRANDE AT HAIGHT LLC","1654 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"OM INDIAN CUISINE","1668 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TAQUERIA","690 STANYAN ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GENJI","690 STANYAN ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PLOY II-THAI CUISINE","1770 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"MAGNOLIA GASTROPUB & BREWERY","1398 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",24,1708,"CA"
"ESCAPE FROM NEW YORK PIZZA","1737 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",20,1424,"CA"
"ZONA ROSA","1797 HAIGHT ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CYBELLE'S FRONT ROOM RSTRNT","1385 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"PASQUALE'S PIZZERIA RESTAURANT","700 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",16,1139,"CA"
"ART'S CAFE","747 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"NEW ERITREA RESTAURANT & BAR","907 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"CREPE VINE","624 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",14,997,"CA"
"EBISU-SUNSET","1283 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",17,1210,"CA"
"HOWARDS","1309 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",12,854,"CA"
"RAIN TREE CAFE","654 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"FIRESIDE","603 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"MARNEE THAI 9TH AVENUE","1243 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"JENNY'S","1233 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NAAN N CURRY","642 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PLUTO'S","627 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",14,997,"CA"
"LA FONDA","712 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"SOCIAL KITCHEN & BREWERY","1326 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FRESCA","737 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SAN TUNG CHINESE RESTAURANT","1031 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PASION MODERN LATIN CUISINE","737 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",20,1424,"CA"
"PATXI'S PIZZA","822 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",40,2847,"CA"
"MASALA DOSA INDIAN CUISINE","1375 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MANNA","845 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NOPALITO","1224 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",50,3559,"CA"
"CRAW STATION","1336 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CYBELLE'S PIZZA RESTAURANTS","1385 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",17,1210,"CA"
"IRVING SUBS & CHEESE SHOP","1298 12TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GORDO TAQUERIA","1239 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"LALE MEDITERRANEAN-TURKISH","731 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DAILY HEALTH FOOD & DELI","1235 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"SOI GOW","1319 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"MAHOLO","1376 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"ENJOY VEGETARIAN RESTAURANT","754 KIRKHAM ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"YUMMA'S","721 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"NANKING ROAD BISTRO","1360 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"YUMMY YUMMY","1015 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"HING WANG BAKERY","339 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"PACIFIC CATCH","1200 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SRIRACHA THAI CUISINE","1319 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MAHALO","1376 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MOODEES INDIAN CUISINE","1386 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KOREAN KITCHEN","1220 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LEMONADE","1266 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PIZZA & 40S","1381 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PARK GYROS","1201 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"CHANG'S KITCHEN","1030 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BAMBINO'S RISTORANTE","945 COLE ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",20,1424,"CA"
"FINNEGANS WAKE","937 COLE ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",11,783,"CA"
"BANGKOK 900","900 STANYAN ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"CREPES ON COLE","100 CARL ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ALMA RESTAURANT PARTNERSHIP","120 ALMA ST # C","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"COLE VALLEY CAFE","701 COLE ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"KEZAR BAR & GRILL","900 COLE ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"INOVINO","108 CARL ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"RESTAURANT CHEETAH","1421 SHRADER ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ZAZIE","941 COLE ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",25,1780,"CA"
"NORTH BEACH PIZZA-STANYAN","800 STANYAN ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"KAMEKYO","943 COLE ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",14,997,"CA"
"BURGERMEISTER","86 CARL ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",14,997,"CA"
"WOODLEAF EATING DISORDER","101 DOWNEY ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BACON BACON","205 FREDERICK ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"RO CAFE","2739 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"GREEN CHILE KITCHEN","1801 MCALLISTER ST","SAN FRANCISCO",94115,"FULL-SERVICE RESTAURANTS",20,1424,"CA"
"CHILE PIES","601 BAKER ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"CHIPOTLE MEXICAN GRILL","2675 GEARY BLVD # E105","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",21,1495,"CA"
"MO'Z CAFE S F INC","5 MASONIC AVE","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"THAI NGHIEP KY INC","3107 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PAPALOTE","1777 FULTON ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",13,926,"CA"
"BISTRO CENTRAL PARC-SF","560 CENTRAL AVE","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"AMITIS CAFE","800 MASONIC AVE","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BISTRO GAMBRINUS-SF","1813 FULTON ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"JANNAH MIDDLE EASTERN CA CSN","1775 FULTON ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"BARREL HEAD BREWHOUSE","1785 FULTON ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MANITAS CAFE","2078 HAYES ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SUSHI","94 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"YELLOW SUBMARINE","503 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"MAY LEES RESTAURANT","1256 7TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"KOO RESTAURANT","408 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",14,997,"CA"
"TIKKA MASALA","98 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"SAEED TALAI","511 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"INNERFOG","525 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LAVASH","511 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MARTHA & BROTHERS","401 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KEZAR PIZZETTA","775 FREDERICK ST","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"POMELO INNER SUNSET","92 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"PALIO PANINOTECA","500 PARNASSUS AVE","SAN FRANCISCO",94143,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"HAHN'S HIBACHI","535 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"SUBWAY","500 PARNASSUS AVE # B1","SAN FRANCISCO",94143,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"LIME TREE SOUTHEAST ASIAN","450 IRVING ST # A","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LOVING HUT","524 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"PANDA EXPRESS","500 PARNASSUS AVE","SAN FRANCISCO",94143,"FULL-SERVICE RESTAURANTS",11,783,"CA"
"TABOUN","203 PARNASSUS AVE","SAN FRANCISCO",94117,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"CAFE 24","600 16TH ST","SAN FRANCISCO",94143,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"S F KEBAB","550 16TH ST # 1660","SAN FRANCISCO",94143,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"S F KABOB","550 16TH ST","SAN FRANCISCO",94143,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KOREAN VILLAGE RESTAURANT","4611 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"RICHMOND RESTAURANT","615 BALBOA ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FIRST KOREAN MARKET","4625 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",11,783,"CA"
"EMPEROR PALACE RESTAURANT","530 BALBOA ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"YUUBI","501 BALBOA ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DONGBEI MAMA","4737 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"YUUBI JAPANESE RESTAURANT","501 BALBOA ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"MY TOFU HOUSE","4627 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"J A S F THAI INC","741 BALBOA ST # 3","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DANCING BULL","4217 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"WOK THIS WAY","560 BALBOA ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"JACK IN THE BOX","4649 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",24,1708,"CA"
"TAWAN'S THAI","4403 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"KAWIKAS OCEAN BEACH DELI","734 LA PLAYA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"AI-MASRI EGYPTIAN RESTAURANT","4031 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"LOUIS' RESTAURANT","902 POINT LOBOS AVE","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",19,1353,"CA"
"YU-ZEN","4036 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"HAKKA RESTAURANT","4401 CABRILLO ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TJ CAFE","724 LA PLAYA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"EMPERO TASTE","4052 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HUNAN CAFE","4450 CABRILLO ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"OYOGU SUSHI","4036 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"CLEMENT BBQ RESTAURANT","617 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HAMBURGER HAVEN RESTAURANTS","800 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"SCHUBERT'S BAKERY","521 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",9,641,"CA"
"TANUKI RESTAURANT","4419 CALIFORNIA ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KOWLOON TONG DESSERT CAFE","393 7TH AVE # GRND","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SAKA HOUSE","1115 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"CREDIT CARD LINE MA SANDAR TUN","731 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SAKESAN SUSHI & BISTRO","626 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HALU","312 8TH AVE","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"WING LEE BAKERY","503 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"Y Y","914 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"ROCKIN CRAWFISH","4724 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CHILI HOUSE SF","726 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ASHLEY'S CAFE","4454 CALIFORNIA ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"Y & Y VIETNAMESE RESTAURANT","914 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SHAUBU CLUB","951 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CLAY POT HOUSE LLC","1000 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"RICHMOND REPUBLIC DRAUGHT HSE","642 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NOURISH CAFE","189 6TH AVE","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ARASHI SUSHI HOUSE","4724 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CLAYPOD HOUSE","1000 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"RED A BAKERY","634 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KAMEI RESTAURANT SUPPLY","547 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TAISHAN CAFE","1000 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LITTLE VIETNAM CAFE","309 6TH AVE","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LIME TREE","836 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CARBON GRILL","852 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TASTY POT","815 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KEEVA INDIAN KITCHEN","908 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SCOOP CUISINE CORP","815 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DIM SUM USA","726 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DNM HOT POT","1115 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MAI","750 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"M & W NOODLE SHOP","700 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FOOD 24 MARKET","500 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"GOOD LUCK DIM SUM","736 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",9,641,"CA"
"KING OF THAI NOODLE HOUSE","639 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"WING LEE INC","501 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"JEIL TWO FOOD MARKET","4454 CALIFORNIA ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"THAI TIME","315 8TH AVE","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"BELLA PIZZA","4124 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"CHINA FIRST RESTAURANT","336 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",9,641,"CA"
"EATS","50 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"FIVE HAPPINESS RESTAURANT","4142 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FIZZEE'S","3954 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"GIORGIO'S PIZZERIA","151 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",32,2278,"CA"
"KFC","4150 GEARY BLVD # 248","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",28,1786,"CA"
"ROCKIT ROOM","406 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"CHAPEAU","126 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",20,1424,"CA"
"MAI'S VIETNAMESE RESTAURANT","316 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"MANDALAY","4348 CALIFORNIA ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"TOY BOAT DESSERT CAFE","401 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"MESCOLANZA RESTAURANT","3750 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"PRIME RIB SHABU","308 6TH AVE","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CAFE BUNN MI","417 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"SHALALA","399 ARGUELLO BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"JAPANESE TEA GARDEN","7 HAGIWARA TEA GARDEN DR","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HALFWAY CAFE","200 6TH AVE","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CAFE EUROPA","4318 CALIFORNIA ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TENGLONG CHINESE RESTAURANT","208 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"GREEN ISLAND RESTAURANT","4012 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SHABU HOUSE CLEMENT","354 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CAJUN HOUSE","308 5TH AVE","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"WAKO JAPANESE RESTAURANT","211 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BURMA SUPERSTAR SF","309 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"LE SOLEIL AUTHENTIC VIETNAMESE","133 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"TAIWAN RESTAURANT","445 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",13,926,"CA"
"D & A CAFE","407 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",10,712,"CA"
